"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"19","05","BNSF","RD0519123","","","","","19","05","BNSF","RD0519123","","","19","05","22","5","15","AM","01","0","0","0","0","","SAGINAW","352.0","48","72","1","1","005","E","YSAG","1","894","7","Y","8201","1","","2","TBOX","639026","014","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","7","0","0","3348","30527","H703","","0","0","0","0","H703","2","1","005","33875","","48C439","0","000000","0","1","0","1","1","05","44","05","44","1","5","","1","","","","137","","2019","0","0","0","0","0","0","TARRANT","439","","","","N","OTH","000-000-000","Y-SAG3211-21 DERAILED 7 RAILCARS WHILE SHOVING YARD TRACK 8201 DUE TO SWITCH NOT LATCHED OR LOCKED.","NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","32.830923","-97.357678","2","5","K","","","FT WORTH",
"19","05","CSX","000183279","","","","","19","05","CSX","000183279","","","19","05","30","8","50","PM","01","0","0","0","0","","ABBEVILLE","0443.8","45","74","4","1","019","R","N319","1","13248","1","Y","SINGLE MAIN TRACK","3","0021.7","1","SCWX","009353","001","Y","SCWX","009353","001","Y","3","0","0","0","0","0","0","0","0","0","92","0","0","0","0","14","0","0","0","0","733124","77285","T105","","0","0","0","0","T105","1","3","019","810409","","45C001","0","000000","0","1","0","1","0","03","35","03","35","1","3","","1","","","","75","","2019","0","0","0","0","0","0","ABBEVILLE","001","00","00","","N","CWR","000-000-000","N31927 TRAVELING NORTHBOUND AT 19 MPH DERAILED HEAD 14 CARS AT MP SG 443.8.","","","","","","","","","","","","","","","0","34.153089","-82.439475","1","1","","","","ABBEVILLE",
"19","03","NS","133283","","","","","19","03","NS","133283","","","19","03","20","4","34","AM","01","0","0","0","0","","DUNEAN","V138.0","45","36","1","1","001","R","P74P","3","0","8","Y","DAN RIVER PASS TRACK","1","0000","3","NS","005331","001","N","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12279","0","H607","","0","0","0","0","H607","3","1","001","12279","","45C045","0","000000","0","1","0","1","0","06","49","06","49","1","3","","1","","","","118","","2019","0","0","0","0","0","0","GREENVILLE","045","","","","N","CWR","","P74P319 ENGINEER SWAPPING ENDS OF ENGINE CONSIST ALLOWED CONSIST TO ROLL EAST ON THE DAN RIVER PASS","TRACK OVER DERAIL.","","","","","","","","","","","","","","0","34.788584","-82.425873","2","5","L","","","PIEDMONT",
"19","03","CSX","000181828","","","","","19","03","CSX","000181828","","","19","03","13","5","20","PM","04","0","0","0","0","","NORTH CHARLESTON","0390.0","45","60","2","1","005","E","","1","0","5","N","SOUTH LADDER LEAD","1","0000.0","2","ORTX","093207","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","454","97","H318","","0","0","0","0","H318","2","1","007","16751","","45C019","0","000000","0","0","0","0","0","","","","","1","3","","1","","","","166","","2019","0","0","0","0","0","0","CHARLESTON","019","","","","N","OTH","000-000-000","Y29013 KICKED CAR TO TRACK 007 WHERE IT STAYED IN FOUL. SECOND CAR WAS KICKED TO TRACK 11.  THE CARS","SIDESWIPED DUE TO CAR WASN?T CLEAR OF THE LEAD AT THE 007 SWITCH.","","","","","","","","","","","","","","0","32.85697","-80.022954","2","5","","","","CHARLESTON",
"19","03","CSX","000181828","","","","","19","03","CSX","000181828","","","19","03","13","5","20","PM","04","0","0","0","0","","NORTH CHARLESTON","0390.0","45","60","2","1","007","E","","2","0","5","N","007","1","0000.0","2","UTLX","644294","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","16200","0","H318","","0","0","0","0","H318","2","1","007","16751","","45C019","0","000000","0","0","0","0","0","","","","","3","3","","1","","","","166","","2019","0","0","0","0","0","0","CHARLESTON","019","","","","N","OTH","000-000-000","Y29013 KICKED CAR TO TRACK 007 WHERE IT STAYED IN FOUL. SECOND CAR WAS KICKED TO TRACK 11.  THE CARS","SIDESWIPED DUE TO CAR WASN?T CLEAR OF THE LEAD AT THE 007 SWITCH.","","","","","","","","","","","","","","0","32.85697","-80.022954","2","5","","","","CHARLESTON",
"19","03","CSX","000182034","","","","","19","03","HIQQ","INDUSTRY","","","19","03","28","9","20","AM","01","0","0","0","0","","HOLLY HILL","0394.0","45","55","2","1","008","R","F755","2","6000","1","Y","FENCE TRACK","1","0000.0","4","NAHX","321411","028","Y","","","000","","1","0","0","0","0","0","0","0","0","0","41","0","4","0","0","5","0","0","0","0","150330","3581","T207","","0","0","0","0","T207","4","1","008","153911","","45C075","0","000000","0","1","0","1","0","02","20","05","20","1","3","","1","","","","90","","2019","0","0","0","0","0","0","ORANGEBURG","075","","","","N","OTH","000-000-000","F75528 WHILE SHOVING ONTO THE FENCE TRACK THE RAIL BROKE UNDER THE TRAIN DERAILING 5 CARS.","","","","","","","","","","","","","","","0","33.280763","-80.43195","2","5","","","","CRESTON",
"19","07","UP","0719PN011","","","","","19","07","UP","0719PN011","","","19","07","15","12","27","PM","01","0","0","0","0","","PORTLAND","1.0","41","64","2","2","003","E","MNPP","4","3399","1","Y","MAIN LINE 1","1","21.0","1","CP","008719","002","","","","000","","3","0","0","0","1","1","0","0","0","0","29","0","4","0","0","0","0","0","0","0","25100","199393","T113","","0","0","0","0","T113","1","1","003","224493","","41C051","0","000000","0","1","0","1","0","02","27","02","27","1","8","","1","","","","340","","2019","0","0","0","0","0","0","MULTNOMAH","051","","","","N","OTH","000-000-000","CREW WAS PULLING SOUTHBOUND ON MNPPT-11 HEADING TOWARDS THE LAKE YARD. WHEN THEY REALIZED THEIR 2ND","UNIT (CP8719) HAD DERAILED. DOWNLOADS REVEALED CREW WAS PULLING AT 3 MPH WHEN THE UNIT DERAILED. NO","TRAIN HANDLING ISSUES OBSERVED. AFTER INVESTIGATION IT WAS FOUND THERE WAS WIDE GAUGE AT THE POINT O","F DERAILMENT CAUSING THE UNIT TO DERAIL.","","","","","","","","","","","","0","45.529481","-122.668039","1","1","R","L","","KENTON LINE",
"19","04","UP","0419PN001","","","","","19","04","UP","0419PN001","","","19","04","04","2","27","AM","01","0","0","0","0","","LA GRANDE","284.47","41","45","4","2","023","R","MRVN","3","5000","1","Y","SINGLE MAIN TRACK","2","23.9","1","WCRC","007529","009","N","WCRC","007529","009","N","5","0","0","0","0","0","0","0","0","0","34","0","31","0","0","0","0","1","0","0","6071","25749","E67C","","0","0","0","0","E67C","1","2","023","31820","","41C061","0","000000","0","1","0","1","0","05","07","05","07","1","8","","1","","","","100","","2019","0","0","0","0","0","0","UNION","061","","","","N","CWR","000-000-000","MRVNPB-31, TREAD BUILDUP ON THE WCRC7259 PRODUCED ENOUGH WHEEL HOP TO CAUSE THE EMPTY CAR TO DERAIL.","","","","","","","","","","","","","","","0","45.35502","-118.187278","1","1","J","Q","","LA GANDE SUB",
"19","04","UP","0419PN023","","","","","19","04","UP","0419PN023","","","19","04","12","10","0","AM","01","0","0","0","0","","PORTLAND","2.0","41","49","2","3","003","E","YPD1","1","2126","7","Y","YARD 025","1","","2","DTTX","659116","017","Y","","","000","","1","0","0","0","0","0","0","0","0","0","24","0","0","0","0","3","0","0","0","0","12126","5680","H702","","0","0","0","0","H702","2","1","003","17806","","41C051","0","000000","0","1","0","0","0","03","15","","","1","8","","1","","","","117","","2019","0","0","0","0","0","0","MULTNOMAH","051","00","00","","N","CWR","000-000-000","YPD10-12 RAN THROUGH THE 40 CROSSOVER SWITCH WHILE MOVING EAST FOLLOWED BY A REVERSE MOVE CAUSING A","3 CAR DERAILMENT.","","","","","","","","","","","","","","0","45.54409","-122.684556","2","5","","","","KENTON LINE",
"19","03","UP","0319PN026","","","","","19","03","UP","0319PN026","","","19","03","29","8","8","PM","09","0","0","0","0","","PORTLAND","1.5","41","59","4","2","005","E","GEHS","2","3326","1","Y","MAIN LINE 2","1","21.2","1","UP","008989","001","","","","000","","4","0","0","0","0","0","0","0","0","0","0","0","107","0","0","0","0","0","0","0","72","48800","M402","","0","0","0","0","M402","1","1","005","48872","","41C051","0","000000","0","1","0","1","0","02","39","03","08","1","8","","1","","","","151","","2019","0","0","0","0","0","0","MULTNOMAH","051","","","","N","CWR","000-000-000","GEHSJF-29, LEAD LOCOMOTIVE UP8989, COLLIDED WITH AN OCCUPIED VEHICLE CAUSING SIGNAL DAMAGE TO A POWE","R SWITCH.  NO INJURIES OCCURRED 665' FROM CROSSING.","","","","","","","","","","","","","","0","45.540154","-122.677962","1","1","","","","KENTON LINE",
"19","02","BNSF","NW0219121","","","","","19","02","BNSF","NW0219121","","","19","02","24","4","53","PM","09","0","0","0","0","","MADRAS","87.8","41","29","3","6","024","R","J256","2","4","A","Y","SINGLE MAIN TRACK","3","13.19","1","BNSF","025632","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","20000","0","M404","","0","0","0","0","M404","1","3","024","20000","","41C031","0","000000","0","0","0","0","1","","","","","1","8","","1","","","","194","","2019","0","0","0","0","0","0","JEFFERSON","031","00","00","","N","CWR","000-000-000","MAINTENANCE OF WAY HY-RAIL STRUCK A BOULDER THAT HAD FELL ONTO THE TRACKS CAUSING DAMAGE TO THE VEHI","CLE AND FOR THE HY-RAIL TO DERAIL ON SINGLE MAIN TRACK.  NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","44.817382","-121.075418","1","1","Q","","","OREGON TRUNK",
"19","02","BNSF","NW0219113","","","","","19","02","BNSF","NW0219113","","","19","02","13","7","47","PM","01","0","0","0","0","","PORTLAND","10.8","41","39","3","2","006","E","YESJ","4","5391","1","Y","HONDA RUN","1","","2","DTTX","743166","036","Y","","","000","","2","0","0","0","0","0","0","0","0","0","78","0","0","0","0","2","0","0","0","0","12466","19397","H307","H702","0","0","0","0","H307","2","1","006","31863","","41C051","0","000000","0","1","0","1","1","04","46","04","46","1","8","","1","","","","190","","2019","0","0","0","0","0","0","MULTNOMAH","051","00","00","","N","OTH","000-000-000","Y-ESJ2291-13 DERAILED 2 RAILCARS WHILE SHOVING YARD TRACK 2277 DUE TO FAILURE TO CONTROL SHOVE MOVE","IN TURN RUNNING THROUGH AN IMPROPERLY LINED SWITCH.  NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","45.634346","-122.746429","2","5","K","","","FALLBRIDGE",
"19","01","UP","0119PN038","","","","","19","01","UP","0119PN038","","","19","01","13","1","14","PM","13","0","0","0","0","","PENDLETON","260.83","41","31","2","1","011","E","MHKN","3","9000","1","Y","SINGLE MAIN TRACK","2","23.9","1","ARMN","725026","040","N","UP","008274","055","","3","0","2","0","0","0","0","0","0","0","100","0","38","0","0","0","0","0","0","0","13344","348","E79L","","0","0","0","0","E79L","1","2","011","13692","","41C059","0","000000","0","1","0","1","0","09","59","09","59","1","8","","1","","","","120","","2019","0","0","0","0","0","0","UMATILLA","059","","","","N","CWR","000-000-000","LOCOMOTIVE ELECTRICAL FAULT ON THE UP8724 CAUSED AN UNDESIRED EMERGENCY BRAKE APPLICATION RESULTING","IN DRAW BAR FAILURE.","","","","","","","","","","","","","","0","45.532384","-118.354141","1","1","J","Q","","LA GRANDE SUB",
"19","02","BNSF","RD0219108","","","","","19","02","BNSF","RD0219108","","","19","02","07","2","52","PM","01","0","0","0","0","","TULSA","426.5","40","25","2","1","009","R","YTUL","4","2941","7","Y","1001","1","","2","BNSF","529035","014","N","","","000","","2","0","0","0","0","0","0","0","0","0","7","0","77","0","0","0","0","2","0","0","41359","5000","T103","","0","0","0","0","T103","2","1","009","46359","","40C143","0","000000","0","0","0","1","1","","","06","56","1","5","","1","","","","162","","2019","0","0","0","0","0","0","TULSA","143","","","","N","OTH","000-000-000","RCO Y-TUL1062-07 DERAILED 2 RAILCARS WHILE SHOVING YARD TRACK 1001 DUE TO TRACK DEVIATION FROM UNIFO","RM TOP OF RAIL PROFILE.  NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","3","36.117838","-96.013404","2","5","K","","","CREEK",
"19","02","BNSF","RD0219115","","","","","19","02","BNSF","RD0219115","","","19","02","15","4","0","AM","01","0","0","0","0","","TULSA","425.8","40","32","1","1","010","E","YTUL","4","0","8","Y","2040","1","","2","BNSF","001743","002","","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","26000","H702","","0","0","0","0","H702","2","1","010","29000","","40C143","0","000000","0","0","0","1","2","","","05","27","1","5","","1","","","","165","","2019","0","0","0","0","0","0","TULSA","143","00","00","","N","OTH","000-000-000","RCO Y-TUL3032-14 DERAILED 1 LOCOMOTIVE WHILE OPERATING LIGHT POWER IN YARD TRACK 2040 DUE TO SWITCH","BEING LINED UNDER CONSIST.  NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","3","36.127138","-96.010715","2","5","K","","","CREEK",
"19","02","BNSF","RD0219122","","","","","19","02","BNSF","RD0219122","","","19","02","22","2","36","AM","01","0","0","0","0","","TULSA","426.9","40","41","4","2","007","E","YTUL","4","3427","7","Y","1006","1","","2","TILX","035245","049","N","","","000","","2","0","0","0","0","0","0","0","0","0","28","0","19","0","0","2","0","2","0","0","12439","32000","H507","","0","0","0","0","H507","2","1","007","44439","","40C143","0","000000","0","0","0","1","1","","","02","40","1","5","","1","","","","154","","2019","0","0","0","0","0","0","TULSA","143","00","00","","N","OTH","000-000-000","RCO Y-TUL3042-21 DERAILED 4 RAILCARS WHILE SHOVING YARD TRACK 1006 DUE TO LATERAL DRAWBAR FORCE ON C","URVE EXCESSIVE.  NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","3","36.112271","-96.015032","2","5","K","","","CREEK",
"19","01","UP","0119PN012","","","","","19","01","UP","0119PN012","","","19","01","11","5","5","PM","01","3","0","0","0","","PORTLAND","6.0","41","40","2","2","005","R","YBA6","3","3862","7","Y","YARD 014","1","","2","TTGX","603469","044","Y","","","000","","2","0","0","0","0","0","0","0","0","0","8","0","87","0","0","3","0","0","0","0","7694","3946","T220","","0","0","0","0","T220","2","1","005","11640","","41C051","0","000000","0","1","0","0","2","01","06","","","1","8","","1","","","","133","","2019","0","0","0","0","0","0","MULTNOMAH","051","00","00","","N","OTH","000-000-000","YBA66-11 ENCOUNTERED A BROKEN RAIL ON THE WEST END OF BARNES YARD, ON THE SOUTH RAIL OF TRACK #14, W","HICH CAUSED THREE CARS TO DERAIL.","","","","","","","","","","","","","","0","45.60368","-122.740011","2","5","","","","ST JOHNS IND LD",
"19","01","CSX","000180903","","","","","19","01","CSX","000180903","","","19","01","22","4","30","PM","12","1","0","0","0","","NORTH CHARLESTON","0390.0","45","50","2","1","007","E","Q492","1","1699","1","Y","TRACK 3","3","0000.0","2","BKTY","152648","016","N","","","000","N","3","0","0","0","0","0","0","0","0","0","12","0","9","0","0","2","0","1","0","0","50149","0","H018","","0","0","0","0","H018","2","3","007","194573","","45C019","0","000000","0","1","0","1","0","08","","08","","1","3","","1","","","","141","","2019","0","0","0","0","0","0","CHARLESTON","019","00","00","","N","CWR","000-000-000","Q49222 WHILE DOUBLING OUT OF TRACK 007 AT THE NORTH END OF BENNETT YARD WAS STRUCK BY AN UNSECURED C","UT OF CARS FROM TRACK 001 LEFT BY F72022.","","","","","","","","","","","","","","0","32.85697","-80.022954","1","5","L","","","CHARLESTON",
"19","01","NS","132521","","","","","19","01","NS","132521","","","19","01","21","5","9","AM","12","0","0","0","0","","COLUMBIA","SC126.","45","40","1","1","010","R","24QP","3","2016","1","Y","EY01","1","0004","2","DTTX","063103","028","N","","","000","","3","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","1","0","0","51263","2919","H306","H702","0","0","0","0","H306","2","1","010","54182","","45C079","0","000000","0","1","0","1","0","09","05","09","05","1","3","","1","","","","83","","2019","0","0","0","0","0","0","RICHLAND","079","","","","N","CWR","000-000-000","24QP920 SHOVING EAST WITH 0X28, 2016 TONS INTO TRACK EY01 STRUCK STANDING EQUIPMENT","","","","","","","","","","","","","","","0","33.972536","-81.001444","1","5","L","","","PIEDMONT",
"19","05","CSX","000182926","","","","","19","05","CSX","000182926","","","19","05","12","3","45","AM","01","0","0","0","0","","FLORENCE","0290.7","45","71","4","1","005","R","Q492","1","19325","1","Y","YARD","1","0000.0","2","TEXX","000900","091","N","","","000","","1","0","1","1","0","0","0","0","0","0","138","0","57","0","0","0","0","1","0","0","6000","52850","M599","","0","0","0","0","M599","2","1","005","58850","","45C041","0","000000","0","1","0","1","0","07","07","07","07","1","3","","1","","","","172","","2019","0","0","0","0","0","0","FLORENCE","041","00","00","","N","OTH","000-000-000","Q49211 DERAILED  WHILE DEPARTING FLORENCE YARD. TRAIN CONTINUED ON THE SOUTH END SUBDIVISION FOR APP","ROXIMATELY 13 MILES CAUSING DAMAGE TO MULTIPLE MAIN LINE POWER SWITCHES.","","","","","","","","","","","","","","0","34.201571","-79.723526","2","5","","","","CHARLESTON",
"19","02","BNSF","RD0219126","","","","","19","02","BNSF","RD0219126","","","19","02","26","10","0","PM","01","0","0","0","0","","TULSA","426.4","40","36","4","1","008","E","YTUL","3","3751","7","Y","2025","1","","2","UTLX","601189","001","Y","","","000","","1","0","0","0","0","0","0","0","0","0","22","0","47","0","0","1","0","0","0","0","11078","0","M411","","0","0","0","0","M411","2","1","008","11078","","40C143","0","000000","0","1","0","1","1","07","28","07","28","1","5","","1","","","","164","","2019","0","0","0","0","0","0","TULSA","143","","","","N","OTH","000-000-000","Y-TUL2021-26 DERAILED 1 RAILCAR DURING HUMP OPERATIONS DUE TO PASSED COUPLERS AUTOMATED CLASSIFICATI","ON YARD, YARD TRACK 2025.  NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","36.118442","-96.011808","2","5","K","","","CREEK",
"19","06","GNBC","G06172019","","","","","19","06","GNBC","G06172019","","","19","06","17","12","45","PM","01","0","0","0","0","","BESSIE","690.0","40","80","2","1","003","E","CL12","1","3900","1","Y","BESSIE ELEVATOR WEST","1","","4","BNSF","476769","022","Y","","","000","","5","0","0","0","0","0","0","0","0","0","29","0","0","0","0","6","0","0","0","0","5200","12121","T001","T110","0","0","0","0","T001","4","1","003","17321","","40C149","0","000000","0","1","0","1","1","05","45","05","45","1","5","","3","","","","189","","2019","0","0","0","0","0","0","WASHITA","149","00","00","","N","OTH","000-000-000","CL121 WAS PULLING LOADS FRO THE WEST ELEVATOR IN BESSIE. HEAVY RAIN IN THE PREVIOUS FEW DAYS HAD MAD","E THE GROUND SOFT. THE CROSS TIES WERE NOT SUFFICIENT TO HANDLE THE LOAD AND SOFT GROUND.","","","","","","","","","","","","","","0","35.386552","-98.985245","2","5","","","","SYSTEM",
"19","06","BNSF","RD0619101","","","","","19","06","BNSF","RD0619101","","","19","06","01","6","47","AM","01","34","0","0","0","","MADILL","602.9","40","80","1","1","004","E","HDES","2","10805","1","Y","7198","2","","3","NAHX","069231","036","Y","","","000","","3","0","0","0","0","0","0","0","0","0","70","0","55","0","0","0","0","6","0","0","4523","18900","H303","","0","0","0","0","H303","3","2","004","23423","","40C095","0","000000","0","1","0","1","0","06","17","06","17","1","5","","1","","","","156","","2019","0","0","0","0","0","0","MARSHALL","095","","","","N","OTH","000-000-000","H-DESTUL5-31 DERAILED 6 RAILCARS IN SIDING TRACK 7198. SHOVED THOUGH THE DERAIL THEN DERAILED WHEN C","HANGED DIRECTIONS. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","34.096375","-96.767467","2","5","","","","MADILL",
"19","01","BNSF","RD0119125","","","","","19","01","BNSF","RD0119125","","","19","01","23","6","2","PM","01","0","0","0","0","","TULSA","425.9","40","30","3","2","004","E","JBN7","4","0","8","Y","1604","X","","2","BNSF","007613","001","","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15000","800","T202","","0","0","0","0","T202","2","X","004","15800","","40C143","0","000000","0","2","0","0","0","03","02","","","1","5","","1","","","","154","","2019","0","0","0","0","0","0","TULSA","143","","","","N","OTH","000-000-000","MECHANICAL EMPLOYEES DERAILED 1 LOCOMOTIVES WHILE OPERATING LIGHT POWER IN YARD TRACK 1604 DUE TO TR","ACK BROKEN RAIL. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","36.126085","-96.012832","2","5","K","","","CREEK",
"19","01","BNSF","RD0119127","","","","","19","01","BNSF","RD0119127","","","19","01","24","3","0","AM","01","0","0","0","0","","ENID","543.9","40","35","4","1","003","E","YENI","3","3685","7","Y","8199","1","","2","BNSF","004486","001","","","","000","","1","0","0","0","0","1","0","0","0","0","27","0","4","0","0","2","0","0","0","0","8000","4500","H607","H702","0","0","0","0","H607","2","1","003","12500","","40C047","0","000000","0","1","0","1","1","04","59","04","59","1","5","","1","","","","305","","2019","0","0","0","0","0","0","GARFIELD","047","00","00","","N","OTH","000-000-000","Y-ENI1021-24 DERAILED 2 RAILCARS AND 1 LOCOMOTIVE IN YARD TRACK 8199. AFTER PULLING THROUGH AND IMPR","OPERLY LINED SWITCH, SUBSEQUENTLY DERAILED UPON CHANGING DIRECTIONS. CAUSE IS FAILURE TO COMPLY WITH","RESTRICTED SPEED IN TURN RUNNING THROUGH AN IMPROPERLY LINED SWITCH. NO HAZARDOUS MATERIAL WAS RELE","ASED.","","","","","","","","","","","","0","36.411549","-97.866386","2","5","K","","","AVARD",
